"","SRR10025184","SRR10025185","SRR17261763","SRR17261764","SRR17261651","SRR17261652","SRR17261653","SRR8145407","SRR8145408","SRR8145409","SRR8145410","SRR8145411","SRR8145412","SRR17261705","SRR5115673","SRR5115674","SRR5115675"
"ENSMUSG00000034377.11",5378,4967,1120,1295,1868,1545,1493,259,290,265,315,230,289,1890,714,863,820
"ENSMUSG00000038141.12",423,376,610,737,349,268,324,37,79,78,92,74,53,499,96,165,100
"ENSMUSG00000092074.3",284,260,1500,1531,746,556,682,125,172,101,170,101,149,1367,293,418,405
"ENSMUSG00000096255.3",355,229,1550,1495,751,545,700,125,173,105,168,104,136,1366,464,622,716
"ENSMUSG00000000579.15",510,386,1579,1634,798,595,761,130,182,123,182,118,159,1464,436,543,582
"ENSMUSG00000095677.3",349,294,1499,1560,752,563,696,127,177,119,180,108,160,1311,317,414,424
"ENSMUSG00000041831.18",60,47,6,5,20,16,17,2,1,7,1,4,3,14,1,2,7
"ENSMUSG00000052397.9",455,412,313,325,467,313,630,107,168,95,119,172,116,486,150,206,237
"ENSMUSG00000023806.11",1362,975,998,836,1232,1165,1088,355,315,258,298,285,312,1288,130,157,169
"ENSMUSG00000052031.9",575,355,593,1007,468,473,412,124,116,96,100,115,90,459,195,206,181
"ENSMUSG00000094724.9",241,184,164,96,90,107,117,33,23,33,33,21,25,110,65,63,63
"ENSMUSG00000116876.2",7,3,1,0,2,4,4,0,0,0,0,1,0,0,0,0,1
"ENSMUSG00000094083.3",0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000023809.11",307,197,200,375,190,179,141,26,30,31,30,20,28,124,61,43,79
"ENSMUSG00000071322.13",15,4,5,13,3,7,5,1,4,1,4,1,4,13,1,1,2
"ENSMUSG00000079722.3",4,0,11,8,4,4,4,7,0,0,1,1,2,8,2,6,1
"ENSMUSG00000116672.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSMUSG00000056133.6",467,325,100,135,139,204,125,39,27,23,20,37,49,160,63,119,78
"ENSMUSG00000071984.12",86,31,16,13,20,6,14,5,1,7,2,9,0,27,8,8,4
"ENSMUSG00000033450.9",240,220,424,710,356,327,329,88,92,68,80,83,50,388,70,63,58
"ENSMUSG00000073471.4",1197,902,899,744,1034,969,899,321,280,234,271,260,291,1058,117,141,160
"ENSMUSG00000116988.2",7,5,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095687.3",39,32,103,55,45,45,55,26,15,19,20,14,17,31,9,10,6
"ENSMUSG00000069135.12",1220,1311,743,970,547,501,424,149,143,121,143,181,150,753,514,564,495
"ENSMUSG00000040899.15",35,24,2,2,15,3,16,0,4,5,1,0,1,9,9,8,25
"ENSMUSG00000023861.18",8154,9700,7020,7089,5701,5029,4763,1048,1116,853,960,1001,1444,6162,7050,6508,8229
"ENSMUSG00000073468.13",1357,1180,1658,1535,1243,1095,1104,340,332,322,359,345,377,1159,1224,1488,1182
"ENSMUSG00000055945.9",29,31,7,24,7,6,9,1,2,0,1,1,3,19,3,5,2
"ENSMUSG00000058159.15",2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000062327.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023868.18",208,121,22,33,35,55,66,7,6,3,3,8,3,15,21,31,31
"ENSMUSG00000023873.14",91,56,20,9,34,15,25,2,6,11,18,13,5,23,16,9,14
"ENSMUSG00000072968.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046173.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062078.16",9246,12852,1839,2122,2895,2762,2825,583,650,533,575,577,564,2426,1802,2052,1899
"ENSMUSG00000037196.7",4,1,1,0,0,3,1,1,0,0,2,3,2,4,1,1,1
"ENSMUSG00000023826.17",970,738,192,201,130,152,115,24,37,36,31,42,31,260,131,211,167
"ENSMUSG00000023827.9",139,94,62,48,78,68,64,21,7,15,20,22,8,44,29,48,38
"ENSMUSG00000014426.10",2093,1302,658,472,1005,690,863,158,190,171,176,167,163,874,859,1057,1131
"ENSMUSG00000059481.6",128339,100014,44707,53049,112556,113587,102323,16710,19899,20689,18985,18194,17817,135100,11827,15996,12613
"ENSMUSG00000023828.4",641,323,226,269,97,77,96,62,31,38,39,41,26,230,38,37,24
"ENSMUSG00000040966.11",85,141,371,176,716,351,575,80,135,127,125,96,141,1133,1,1,4
"ENSMUSG00000023829.10",22983,18181,15466,8962,15224,7404,11509,2767,3684,4276,3850,3605,4153,21437,9069,9249,11498
"ENSMUSG00000023830.15",5530,4579,1313,1495,2085,2009,2155,393,405,288,288,295,397,2010,2608,2872,2936
"ENSMUSG00000068037.12",9,5,6,4,0,0,2,0,0,1,1,1,0,2,0,0,2
"ENSMUSG00000059408.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000073460.6",164,65,130,50,23,17,13,7,14,9,9,5,10,44,11,20,13
"ENSMUSG00000057388.10",2794,1949,1927,1840,1331,1077,899,584,430,460,477,418,506,1398,824,946,816
"ENSMUSG00000068039.14",11823,12031,3319,3761,3945,3986,3355,1200,1104,1016,1078,1011,1213,4631,3824,3861,3635
"ENSMUSG00000062480.13",15517,13782,8826,4468,11044,12436,10976,2812,2631,2333,2114,2352,3154,14513,8606,9739,8417
"ENSMUSG00000023832.15",8586,7085,13314,8520,13850,14482,15278,3801,3738,3323,3001,3857,4270,16459,4265,5089,4484
"ENSMUSG00000060475.14",3370,3777,1301,1661,1401,1280,1192,314,368,281,355,282,302,1473,825,819,893
"ENSMUSG00000006818.6",16586,16979,6374,7548,6524,5157,5106,2117,2024,1984,1617,1756,2091,6802,3417,3530,3672
"ENSMUSG00000071311.3",11,9,8,2,58,10,4,1,0,0,2,1,2,6,3,8,8
"ENSMUSG00000055602.18",28,15,11,16,5,6,8,1,3,1,4,2,2,21,0,5,6
"ENSMUSG00000067049.9",127,91,47,75,82,158,98,25,14,15,11,23,27,118,9,33,13
"ENSMUSG00000073458.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073457.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052469.10",11,4,4,14,4,4,3,1,3,1,4,1,1,14,0,3,1
"ENSMUSG00000038347.16",122,69,7,30,24,20,18,1,5,5,3,10,8,31,14,19,33
"ENSMUSG00000068036.17",7100,5629,1911,2934,2202,2120,1918,534,485,590,470,517,405,2831,1867,2004,2058
"ENSMUSG00000067941.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101307.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101361.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048826.8",386,263,313,557,616,500,592,112,113,87,68,109,141,660,252,428,320
"ENSMUSG00000023886.11",544,408,208,1990,491,630,762,357,146,115,189,246,134,212,71,170,139
"ENSMUSG00000023885.10",665,551,78,59,238,291,348,47,28,24,20,36,48,125,85,167,109
"ENSMUSG00000046991.13",28,24,25,34,18,29,26,6,1,9,7,15,7,29,8,7,10
"ENSMUSG00000050088.10",1707,1801,944,866,1222,1114,1072,213,262,249,219,238,317,1283,1008,1082,1085
"ENSMUSG00000023883.14",1399,1672,428,506,506,438,403,106,131,114,130,91,131,582,433,524,455
"ENSMUSG00000116780.2",23,24,3,100,5,4,0,1,1,1,3,1,0,7,6,5,11
"ENSMUSG00000116953.2",2209,1554,1345,1722,783,703,717,211,181,163,132,167,198,1642,791,796,833
"ENSMUSG00000079710.11",713,733,50,191,40,41,27,9,11,9,3,9,7,131,72,77,107
"ENSMUSG00000116895.2",1523,1100,863,1081,630,567,599,157,114,109,83,110,157,1101,544,567,581
"ENSMUSG00000079707.11",20,35,3,96,5,4,0,1,3,1,2,0,0,7,3,6,7
"ENSMUSG00000036552.20",2777,1894,1706,2216,1141,1013,1128,288,275,225,204,224,313,1898,947,955,1118
"ENSMUSG00000014773.14",284,152,293,545,231,209,236,40,50,43,37,37,31,271,157,215,134
"ENSMUSG00000014763.9",3026,2190,682,1217,956,860,777,143,161,159,170,178,215,1111,745,825,796
"ENSMUSG00000014769.11",5314,4724,5477,5987,4712,3962,3928,1660,1482,1678,1416,1526,1521,5384,3594,3909,4222
"ENSMUSG00000014767.18",1593,1394,506,857,446,485,426,101,104,82,86,91,93,518,231,244,268
"ENSMUSG00000014771.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051977.17",675,443,551,751,323,235,243,49,48,51,72,56,70,478,75,82,69
"ENSMUSG00000023852.15",6495,6414,1087,1434,1486,1473,1297,339,294,281,242,336,216,1829,1127,1374,1057
"ENSMUSG00000048027.10",368,326,131,207,241,217,186,46,58,41,55,41,39,171,45,75,97
"ENSMUSG00000096696.2",1421,1926,378,622,622,732,774,109,145,117,90,116,190,759,377,474,417
"ENSMUSG00000095990.2",1530,2033,369,624,643,748,775,118,144,121,88,116,197,796,352,425,387
"ENSMUSG00000116564.2",1873,1635,586,718,737,613,671,195,187,184,137,186,198,780,531,534,543
"ENSMUSG00000047786.13",40,35,13,4,23,19,26,10,10,6,10,2,2,12,7,8,8
"ENSMUSG00000023845.8",11538,15181,1313,1746,2460,2186,2120,398,477,376,399,424,375,2209,1954,2621,2605
"ENSMUSG00000092120.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080316.12",691,498,67,356,94,99,47,25,16,26,27,24,18,104,26,53,27
"ENSMUSG00000003665.8",24,12,3,0,0,4,1,0,1,2,0,4,0,1,1,1,1
"ENSMUSG00000045551.8",182,372,275,200,975,205,288,22,103,59,194,23,33,470,81,133,108
"ENSMUSG00000052270.8",54,151,204,226,387,75,171,26,36,57,128,21,17,341,21,43,21
"ENSMUSG00000079700.8",0,0,6,8,16,2,11,2,2,2,2,0,1,14,0,0,0
"ENSMUSG00000048062.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094396.4",1,0,0,2,0,1,3,1,1,0,2,0,0,2,0,0,0
"ENSMUSG00000091206.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091350.3",0,0,3,1,3,0,0,0,1,0,0,1,1,3,1,0,0
"ENSMUSG00000090417.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079698.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091631.3",1,3,1,1,2,3,3,0,0,1,0,0,0,3,0,0,1
"ENSMUSG00000091679.10",4,17,5,0,2,0,2,3,2,0,0,0,1,2,6,6,4
"ENSMUSG00000091491.3",62,75,8,6,14,20,8,8,0,3,6,1,4,6,0,1,1
"ENSMUSG00000096717.3",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000090304.5",0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000091859.3",0,1,1,0,0,3,2,1,3,3,2,1,0,0,0,0,0
"ENSMUSG00000094892.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095961.3",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"ENSMUSG00000091771.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090315.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071276.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071275.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091670.4",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"ENSMUSG00000091656.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056910.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091151.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091805.3",0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"ENSMUSG00000043537.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090572.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091259.3",3,5,107,116,42,35,30,32,34,17,22,28,25,60,0,0,0
"ENSMUSG00000060701.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042848.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067951.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060245.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117148.2",1,2,2,3,0,2,1,0,5,0,0,2,0,5,0,1,0
"ENSMUSG00000045417.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050933.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062165.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000007564.16",3011,2439,2104,2327,2612,2191,2644,523,632,539,550,548,578,2686,902,1083,1189
"ENSMUSG00000045575.3",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000067942.7",1944,2349,333,555,487,494,417,95,118,95,96,98,114,606,512,524,550
"ENSMUSG00000057203.4",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050102.7",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000054142.6",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000058030.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062743.10",317,297,40,58,120,160,113,13,14,18,13,16,25,74,88,116,114
"ENSMUSG00000023882.16",297,457,105,127,172,156,182,24,19,18,17,18,28,151,144,169,131
"ENSMUSG00000023892.9",634,918,127,125,258,284,212,31,30,30,27,42,43,283,206,209,218
"ENSMUSG00000057409.8",1016,1079,181,184,218,277,226,44,47,45,49,48,47,300,158,154,166
"ENSMUSG00000051341.7",255,381,58,64,94,73,89,16,10,16,26,16,20,95,54,65,56
"ENSMUSG00000067931.7",826,1018,247,317,232,275,248,42,47,31,34,38,39,265,215,214,211
"ENSMUSG00000035868.10",1011,1256,422,500,354,307,350,89,110,63,74,104,108,411,311,284,254
"ENSMUSG00000067929.4",91,199,49,57,52,61,53,9,6,4,12,17,17,55,56,43,48
"ENSMUSG00000067928.7",1326,1722,238,254,419,423,482,126,78,79,66,97,83,471,231,254,279
"ENSMUSG00000061544.14",1584,1727,130,219,347,337,307,55,52,66,54,58,58,367,421,496,436
"ENSMUSG00000069743.6",1000,1375,127,310,474,392,433,55,73,57,73,68,77,331,205,264,271
"ENSMUSG00000078546.9",575,751,146,212,246,214,243,38,46,44,49,37,60,256,134,164,119
"ENSMUSG00000071267.12",2078,3049,385,396,702,646,586,113,154,100,100,134,170,613,527,596,567
"ENSMUSG00000053347.16",1776,2717,305,338,541,614,478,87,100,65,116,131,143,495,522,483,540
"ENSMUSG00000063383.6",222,283,106,90,196,178,159,32,42,33,37,31,54,182,103,109,134
"ENSMUSG00000096433.3",1086,1573,218,199,502,474,393,92,82,78,63,90,94,433,359,353,449
"ENSMUSG00000117284.2",1954,2995,385,380,733,701,676,161,187,126,157,156,176,674,503,630,587
"ENSMUSG00000033972.10",1295,1976,334,342,531,466,430,86,127,74,80,117,124,485,401,358,365
"ENSMUSG00000044501.18",1141,2045,156,127,323,344,323,69,53,42,54,51,79,234,369,430,389
"ENSMUSG00000071266.14",1731,2712,548,589,903,652,707,137,165,136,162,169,186,853,172,217,185
"ENSMUSG00000095093.3",0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000094921.3",2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000059142.17",2507,3233,485,625,694,644,690,133,176,118,102,133,156,780,585,756,648
"ENSMUSG00000092111.3",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"ENSMUSG00000095658.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002617.15",541,557,145,160,146,127,166,21,25,19,37,18,31,195,135,136,119
"ENSMUSG00000091945.3",6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000091076.3",0,1,0,2,0,2,2,1,0,2,0,0,0,1,0,0,0
"ENSMUSG00000090966.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091407.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000071256.5",525,327,303,554,392,385,333,66,73,62,57,54,66,341,467,506,384
"ENSMUSG00000062012.15",85,32,49,111,68,101,79,23,17,10,23,28,19,67,43,64,79
"ENSMUSG00000023902.19",0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0
"ENSMUSG00000023903.9",15,9,9,10,2,11,16,0,0,1,1,1,0,35,0,1,0
"ENSMUSG00000043782.10",25,5,1,6,2,4,3,1,0,2,0,2,1,1,1,1,2
"ENSMUSG00000041319.15",222,158,203,234,250,208,187,44,58,36,49,45,49,269,122,123,134
"ENSMUSG00000023904.11",843,423,1422,1129,926,900,939,344,396,390,324,401,380,1035,58,55,53
"ENSMUSG00000023905.16",200,304,217,337,153,229,131,25,34,26,45,36,37,219,140,157,132
"ENSMUSG00000023906.4",2,3,11,10,9,6,8,0,1,1,4,7,3,3,3,1,0
"ENSMUSG00000066720.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043747.13",4,0,2,2,1,1,0,0,0,0,1,0,0,9,2,1,0
"ENSMUSG00000023908.9",42,17,40,24,44,45,45,2,6,9,22,6,7,65,6,8,8
"ENSMUSG00000023909.5",54,26,72,53,87,83,81,15,13,10,22,23,9,93,51,50,61
"ENSMUSG00000040680.10",1,1,1,2,0,1,2,1,1,1,0,0,1,3,0,0,0
"ENSMUSG00000040097.17",918,635,302,519,467,423,385,94,93,102,108,87,76,559,421,498,557
"ENSMUSG00000023911.13",29,47,10,44,26,32,14,4,3,10,6,8,5,15,10,12,10
"ENSMUSG00000039218.18",26302,19215,8990,12794,8241,8297,7588,1318,1806,1495,1497,1496,1639,13140,1360,2006,1605
"ENSMUSG00000055839.7",1987,1001,3245,3567,1762,1589,1742,672,816,694,752,746,724,1953,758,662,827
"ENSMUSG00000049620.10",5,3,6,9,1,0,0,1,0,0,0,0,0,2,0,1,7
"ENSMUSG00000024114.16",4,4,19,19,2,5,2,0,1,0,0,0,2,13,1,0,0
"ENSMUSG00000048992.10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024116.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096445.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096278.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057417.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024128.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024125.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024124.11",20,19,10,14,28,21,31,2,9,2,3,2,0,25,2,1,3
"ENSMUSG00000045027.8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000050762.6",2,1,0,0,1,1,0,0,0,0,0,1,0,2,0,3,1
"ENSMUSG00000016946.7",323,214,232,343,236,219,187,49,47,57,52,46,43,223,157,149,133
"ENSMUSG00000024122.17",4236,4519,743,1161,1978,2039,1654,271,284,258,214,247,243,1753,1217,1455,1427
"ENSMUSG00000036820.13",783,466,730,545,588,575,587,105,200,170,159,180,186,650,366,471,517
"ENSMUSG00000024121.14",4599,2741,7686,8359,5465,4976,5393,1441,1485,1521,1859,1378,1408,6379,135,118,119
"ENSMUSG00000036473.17",2952,3231,1205,2725,1154,906,1294,163,250,290,238,313,270,2189,679,895,757
"ENSMUSG00000117406.2",391,238,233,134,238,163,336,40,60,76,53,70,80,203,208,248,203
"ENSMUSG00000024118.15",2843,2502,1865,2446,882,1303,940,121,254,344,196,328,322,2157,644,628,390
"ENSMUSG00000072082.8",503,342,615,432,262,220,260,31,49,55,77,64,68,360,69,75,40
"ENSMUSG00000035435.18",11,14,117,87,157,110,158,23,25,23,34,15,15,313,2,1,4
"ENSMUSG00000024130.17",5333,2948,2722,1435,5024,3342,4338,648,695,599,885,476,712,9173,5129,6178,7975
"ENSMUSG00000034681.18",1465,944,1231,1453,957,865,918,205,244,256,272,234,254,1137,283,351,364
"ENSMUSG00000024132.7",8080,9467,2432,1487,2309,1751,1800,534,887,716,643,727,1447,3676,2536,3118,3028
"ENSMUSG00000024136.15",160,81,79,160,34,46,27,5,11,14,6,13,17,31,30,14,23
"ENSMUSG00000024137.10",811,401,549,837,325,270,261,51,68,81,71,59,57,515,262,297,326
"ENSMUSG00000043445.8",814,660,931,800,532,330,359,152,173,134,219,141,164,598,442,530,425
"ENSMUSG00000024142.16",357,176,280,250,259,198,208,41,33,36,45,35,41,348,186,188,184
"ENSMUSG00000045744.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033597.10",65,27,14,39,6,4,6,1,4,2,1,4,2,14,5,10,5
"ENSMUSG00000052752.16",939,440,1060,1556,780,579,642,108,132,129,154,112,122,816,302,397,305
"ENSMUSG00000079657.11",42,26,6,0,3,3,0,0,0,0,1,0,3,2,6,6,16
"ENSMUSG00000032855.7",3596,2104,866,1477,1443,1473,1382,112,141,147,135,137,144,1235,787,1068,975
"ENSMUSG00000002496.11",2620,1383,1428,1377,1680,1398,1507,293,328,269,294,246,284,1910,495,561,594
"ENSMUSG00000041429.4",341,232,266,276,180,158,171,69,55,60,63,55,90,208,168,165,199
"ENSMUSG00000002504.16",895,433,625,588,741,695,730,120,136,109,154,131,175,664,519,703,575
"ENSMUSG00000071230.8",0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000041130.11",2998,1573,2404,3765,2103,1486,1534,282,351,320,394,326,390,3021,541,662,668
"ENSMUSG00000007021.6",5,4,7,5,4,8,7,3,1,0,0,3,2,13,6,4,2
"ENSMUSG00000040888.11",2055,1818,1102,969,926,642,763,274,303,282,368,239,408,997,1276,1473,1343
"ENSMUSG00000019320.15",21,4,1,6,6,5,9,2,1,1,1,4,1,12,13,11,7
"ENSMUSG00000040688.17",723,367,761,736,714,512,573,158,169,147,222,158,189,785,846,965,951
"ENSMUSG00000008482.10",2,1,3,3,1,1,1,0,0,1,0,0,0,2,7,0,0
"ENSMUSG00000044533.16",26265,18444,1611,2460,2158,2136,1916,1160,1229,1072,1152,1156,1312,2099,10388,10582,9863
"ENSMUSG00000040048.15",2734,1532,4217,4807,2692,2644,2367,1709,1528,1486,1248,1416,1302,3001,885,971,1121
"ENSMUSG00000002500.16",4,5,5,4,4,3,3,2,1,5,1,3,4,1,4,3,1
"ENSMUSG00000075705.14",8373,6195,18034,12923,10077,7845,8197,3155,3311,3421,3303,3316,3589,11602,2070,1737,2453
"ENSMUSG00000039628.10",17,5,93,70,16,31,19,9,8,11,12,6,9,50,17,15,8
"ENSMUSG00000024155.9",679,1550,456,427,294,363,254,69,77,179,106,141,102,542,297,401,428
"ENSMUSG00000024158.18",10229,7352,9416,6669,8573,7326,6213,2111,1986,1788,1567,1871,2264,7641,5336,5057,5404
"ENSMUSG00000045316.6",2561,1606,1734,1609,1965,1543,1169,778,584,557,591,549,843,1322,512,589,602
"ENSMUSG00000046070.10",4763,2054,4978,2646,6909,3382,4477,717,911,918,1188,686,1285,5070,6329,6457,6599
"ENSMUSG00000039183.7",1020,942,962,741,831,617,765,156,169,145,201,117,233,1029,319,322,319
"ENSMUSG00000024160.17",213,124,26,52,71,49,43,11,17,10,19,7,13,59,212,243,230
"ENSMUSG00000073436.12",385,245,212,274,166,111,134,13,12,18,26,22,35,144,256,289,253
"ENSMUSG00000024163.18",2257,955,2194,3514,1014,980,1024,180,195,180,176,189,207,1385,276,371,314
"ENSMUSG00000038880.14",374,211,52,83,77,67,40,76,75,69,79,81,69,131,84,121,100
"ENSMUSG00000073435.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024165.10",1459,1553,755,457,1744,1607,1385,280,271,217,278,237,313,1154,870,938,934
"ENSMUSG00000038002.10",1660,1054,674,631,704,682,655,96,109,94,117,110,89,748,151,215,168
"ENSMUSG00000024169.17",947,668,332,366,456,342,353,77,60,72,76,84,94,568,199,287,261
"ENSMUSG00000024168.9",786,507,456,409,705,911,776,100,107,61,97,126,114,334,466,496,608
"ENSMUSG00000024170.16",504,245,285,357,347,304,387,78,78,76,89,70,89,319,197,235,240
"ENSMUSG00000044172.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036636.11",2080,1173,1824,1476,1794,1559,1818,299,347,393,377,263,346,2504,906,948,1501
"ENSMUSG00000059562.15",7,2,2,8,0,0,0,0,0,0,1,1,0,1,3,3,7
"ENSMUSG00000114245.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000067722.5",1229,901,1266,1263,997,900,863,262,251,242,277,241,314,1022,588,689,732
"ENSMUSG00000015127.15",1364,824,322,406,680,538,600,78,74,66,74,64,88,503,170,221,206
"ENSMUSG00000035521.14",1165,1031,907,1362,1011,817,756,197,237,163,220,181,220,1126,737,715,818
"ENSMUSG00000015126.10",690,353,532,537,410,343,289,135,97,128,152,121,141,421,315,325,330
"ENSMUSG00000047507.13",43,31,25,32,36,53,48,20,4,4,5,9,3,24,21,20,13
"ENSMUSG00000015120.16",3486,2101,1878,2866,1955,1960,1812,442,508,432,474,477,547,2431,1733,1926,1899
"ENSMUSG00000056399.3",0,0,8,0,6,0,1,1,2,5,2,0,1,99,0,0,0
"ENSMUSG00000024171.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034039.9",0,1,18,23,1,0,2,0,0,0,0,0,0,11,10,8,0
"ENSMUSG00000024173.12",0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,3,1
"ENSMUSG00000033825.11",0,0,1,1,3,0,0,0,9,0,0,0,0,2,0,0,0
"ENSMUSG00000033200.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024112.17",22,9,13,26,14,8,4,3,1,5,2,2,1,11,2,4,3
"ENSMUSG00000024175.3",0,0,0,3,0,0,0,0,0,0,1,2,0,3,0,0,0
"ENSMUSG00000050824.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024176.11",3,2,2,6,2,2,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000002279.20",1418,849,1451,942,1338,1058,1206,272,325,318,326,307,367,1711,334,412,392
"ENSMUSG00000025739.14",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019214.15",15,14,19,8,16,20,17,1,3,3,7,2,9,45,4,10,18
"ENSMUSG00000041199.4",67,30,111,103,144,130,120,19,20,9,22,21,26,120,7,19,12
